,pos,pops,H1,H12,H123,H1_2
0,4783.6435,MOZ (An. gambiae),0.5015522279035792,0.8088933528122718,0.8574689554419284,0.10786455488803914
1,23379.1065,MOZ (An. gambiae),0.46064645726807896,0.7748356464572681,0.8579254930606282,0.14281466798810713
2,37808.321,MOZ (An. gambiae),0.3467859751643536,0.5717677136596055,0.8205807158509862,0.21945760926803592
3,48932.2905,MOZ (An. gambiae),0.7846055514974432,0.820489408327246,0.8449598246895543,0.0014546724077735245
4,63680.5695,MOZ (An. gambiae),0.7277209642074505,0.7967494521548576,0.8449598246895543,0.004015056461731201
5,77392.5205,MOZ (An. gambiae),0.4685902118334551,0.8703433162892623,0.9081446311176041,0.24551831644583003
6,86124.9475,MOZ (An. gambiae),0.2837837837837838,0.506208911614317,0.7892622352081811,0.4588159588159589
7,94808.7755,MOZ (An. gambiae),0.2842403214024837,0.506300219138057,0.7391344046749453,0.34211371667202073
8,104868.7115,MOZ (An. gambiae),0.4397370343316289,0.8699780861943025,0.8951789627465303,0.40033222591362133
9,114191.2905,MOZ (An. gambiae),0.14344411979547123,0.24278670562454346,0.3813915266617969,0.632081476766391
10,123216.681,MOZ (An. gambiae),0.16563184806428055,0.26205259313367424,0.4163623082542002,0.6998346196251379
11,131001.4745,MOZ (An. gambiae),0.44658509861212564,0.6783235938641343,0.8329985390796202,0.09670823962379899
12,138939.6085,MOZ (An. gambiae),0.22050766983199424,0.3995617238860482,0.5392622352081812,0.41842650103519685
13,147784.1555,MOZ (An. gambiae),0.28159240321402496,0.5445580715850987,0.6628926223520821,0.41634241245136205
14,155979.7935,MOZ (An. gambiae),0.4389152666179693,0.6993243243243242,0.8453250547845141,0.11961722488038284
15,165122.942,MOZ (An. gambiae),0.6018991964937911,0.7163988312636962,0.7848794740686633,0.014259708737864042
16,172626.525,MOZ (An. gambiae),0.36075602629656683,0.560171658144631,0.6606099342585827,0.10706150341685652
17,180554.8545,MOZ (An. gambiae),0.2867056245434625,0.4444850255661067,0.5759678597516436,0.1745222929936308
18,187209.3885,MOZ (An. gambiae),0.22653396639883133,0.38175675675675674,0.627191380569759,0.4961708988311167
19,194100.956,MOZ (An. gambiae),0.28962746530314104,0.48246895544192847,0.7509130752373997,0.31336696090794464
